연도,읍면동,구분,노지온주(극조생),노지온주(조생),노지온주(보통),하우스감귤(조기출하),비가림(월동)감귤,만감류(시설),만감류(노지),데이터기준일
2017,동홍동,농가수,51.0,287.0,0.0,0.0,4.0,55.0,11.0,2024-05-13 00:00:00
2017,동홍동,면적,14.1,126.9,0.0,1.7,3.4,25.0,2.2,2024-05-13 00:00:00
2017,동홍동,생산량,293.0,3723.0,167.0,49.0,97.0,498.0,37.0,2024-05-13 00:00:00
2017,서홍동,농가수,46.0,336.0,0.0,0.0,10.0,95.0,15.0,2024-05-13 00:00:00
2017,서홍동,면적,29.9,219.2,0.0,0.0,6.2,30.3,25.8,2024-05-13 00:00:00
2017,서홍동,생산량,968.0,7097.0,0.0,0.0,204.0,1103.0,939.0,2024-05-13 00:00:00
2017,대륜동,농가수,39.0,515.0,6.0,7.0,0.0,94.0,5.0,2024-05-13 00:00:00
2017,대륜동,면적,41.1,366.0,4.1,0.0,0.0,49.8,1.0,2024-05-13 00:00:00
2017,대륜동,생산량,1352.0,12168.0,0.0,0.0,0.0,1310.0,27.0,2024-05-13 00:00:00
2017,대천동,농가수,63.0,605.0,28.0,13.0,79.0,507.0,5.0,2024-05-13 00:00:00
2017,대천동,면적,81.5,495.2,50.1,8.8,70.6,176.6,0.0,2024-05-13 00:00:00
2017,대천동,생산량,2003.0,11302.0,1001.0,224.0,3130.0,4918.0,0.0,2024-05-13 00:00:00
2017,중문동,농가수,121.0,1078.0,12.0,0.0,42.0,141.0,14.0,2024-05-13 00:00:00
2017,중문동,면적,67.3,538.7,6.1,0.0,28.1,52.9,3.4,2024-05-13 00:00:00
2017,중문동,생산량,1571.0,12425.0,286.0,170.0,850.0,1598.0,102.0,2024-05-13 00:00:00
2017,예래동,농가수,28.0,531.0,0.0,13.0,0.0,80.0,5.0,2024-05-13 00:00:00
2017,예래동,면적,29.8,565.3,0.0,6.4,0.0,43.4,1.3,2024-05-13 00:00:00
2017,예래동,생산량,745.0,9897.0,0.0,236.0,0.0,918.0,28.0,2024-05-13 00:00:00
2018,대정읍,농가수,113.0,655.0,10.0,0.0,41.0,397.0,26.0,2024-05-13 00:00:00
2018,대정읍,면적,99.2,521.7,9.9,0.0,24.3,197.9,29.3,2024-05-13 00:00:00
2018,대정읍,생산량,2771.0,16810.0,359.0,0.0,1006.0,4942.0,250.0,2024-05-13 00:00:00
2018,남원읍,농가수,385.0,2831.0,20.0,440.0,607.0,1958.0,97.0,2024-05-13 00:00:00
2018,남원읍,면적,276.4,2279.2,26.3,200.3,384.1,873.2,119.0,2024-05-13 00:00:00
2018,남원읍,생산량,7287.0,72321.0,934.0,16179.0,15139.0,20060.0,398.0,2024-05-13 00:00:00
2018,성산읍,농가수,105.0,1045.0,15.0,28.0,28.0,270.0,111.0,2024-05-13 00:00:00
2018,성산읍,면적,65.8,825.1,15.4,10.3,17.5,100.1,36.8,2024-05-13 00:00:00
2018,성산읍,생산량,1818.0,26435.0,552.0,715.0,739.0,2525.0,301.0,2024-05-13 00:00:00
2018,안덕면,농가수,189.0,873.0,9.0,23.0,52.0,274.0,17.9,2024-05-13 00:00:00
2018,안덕면,면적,155.2,702.7,8.7,9.1,34.7,117.8,51.7,2024-05-13 00:00:00
2018,안덕면,생산량,4492.0,22554.0,352.0,462.0,1415.0,2962.0,403.0,2024-05-13 00:00:00
2018,표선면,농가수,135.0,1101.0,17.0,97.0,121.0,789.0,43.0,2024-05-13 00:00:00
2018,표선면,면적,115.0,873.8,16.9,36.0,89.0,349.4,37.7,2024-05-13 00:00:00
2018,표선면,생산량,3230.0,27983.0,604.0,1760.0,3546.0,8684.0,305.0,2024-05-13 00:00:00
2018,송산동,농가수,29.0,135.0,3.0,38.0,21.0,132.0,10.0,2024-05-13 00:00:00
2018,송산동,면적,23.0,90.8,1.2,11.4,13.0,58.4,6.8,2024-05-13 00:00:00
2018,송산동,생산량,659.0,2881.0,42.0,750.0,510.0,1443.0,46.0,2024-05-13 00:00:00
2018,천지동,농가수,1.0,2.0,0.0,0.0,3.0,10.0,2.0,2024-05-13 00:00:00
2018,천지동,면적,0.2,1.3,0.0,0.0,1.3,1.8,0.6,2024-05-13 00:00:00
2018,천지동,생산량,4.0,41.0,0.0,0.0,51.0,44.0,4.0,2024-05-13 00:00:00
2018,효돈동,농가수,152.0,215.0,1.0,24.0,29.0,172.0,11.7,2024-05-13 00:00:00
2018,효돈동,면적,90.3,173.8,0.5,6.6,20.4,78.7,5.6,2024-05-13 00:00:00
2018,효돈동,생산량,2580.0,5514.0,17.0,510.0,801.0,1944.0,38.0,2024-05-13 00:00:00
2018,영천동,농가수,116.0,690.0,3.0,15.0,12.0,339.0,35.0,2024-05-13 00:00:00
2018,영천동,면적,77.3,488.8,1.7,4.5,8.9,117.6,21.8,2024-05-13 00:00:00
2018,영천동,생산량,2207.0,15519.0,59.0,267.0,349.0,2905.0,148.0,2024-05-13 00:00:00
2018,동홍동,농가수,26.0,155.0,1.0,4.0,2.0,65.0,10.5,2024-05-13 00:00:00
2018,동홍동,면적,15.0,127.3,0.2,1.2,1.4,28.9,2.4,2024-05-13 00:00:00
2018,동홍동,생산량,429.0,4039.0,7.0,41.0,55.0,714.0,16.0,2024-05-13 00:00:00
2018,서홍동,농가수,56.0,310.0,0.0,4.0,8.0,116.0,19.0,2024-05-13 00:00:00
2018,서홍동,면적,30.9,223.0,0.0,1.2,5.0,40.4,6.4,2024-05-13 00:00:00
2018,서홍동,생산량,887.0,7076.0,0.0,75.0,196.0,998.0,43.0,2024-05-13 00:00:00
2018,대륜동,농가수,55.0,514.9,2.0,8.0,10.0,151.0,25.0,2024-05-13 00:00:00
2018,대륜동,면적,43.6,376.0,1.3,3.0,6.0,74.5,17.3,2024-05-13 00:00:00
2018,대륜동,생산량,961.0,11930.0,45.0,233.0,235.0,1840.0,117.0,2024-05-13 00:00:00
2018,대천동,농가수,105.0,605.3,10.0,25.0,20.0,608.0,11.0,2024-05-13 00:00:00
2018,대천동,면적,85.8,443.1,5.8,8.8,11.4,235.7,17.9,2024-05-13 00:00:00
2018,대천동,생산량,1892.0,14056.0,203.0,224.0,447.0,5824.0,121.0,2024-05-13 00:00:00
2018,중문동,농가수,121.1,765.0,7.0,13.0,12.0,220.0,13.9,2024-05-13 00:00:00
2018,중문동,면적,104.6,516.0,4.1,3.6,8.0,97.5,13.3,2024-05-13 00:00:00
2018,중문동,생산량,2419.0,16372.0,143.0,211.0,314.0,2409.0,90.0,2024-05-13 00:00:00
2018,예래동,농가수,225.0,532.0,4.0,17.0,18.0,131.0,16.0,2024-05-13 00:00:00
2018,예래동,면적,194.1,348.4,2.4,5.6,11.9,67.0,18.2,2024-05-13 00:00:00
2018,예래동,생산량,4476.0,11055.0,84.0,430.0,467.0,1655.0,123.0,2024-05-13 00:00:00
2019,대정읍,농가수,103.0,642.0,10.0,8.0,45.0,405.0,24.0,2024-05-13 00:00:00
2019,대정읍,면적,96.0,517.0,9.0,3.0,32.0,206.0,27.0,2024-05-13 00:00:00
2019,대정읍,생산량,2926.0,17664.0,340.0,157.0,1556.0,4155.0,125.0,2024-05-13 00:00:00
2019,남원읍,농가수,392.0,2820.0,20.0,446.0,562.0,1888.0,102.0,2024-05-13 00:00:00
2019,남원읍,면적,272.0,2268.0,25.0,192.0,358.0,860.0,110.0,2024-05-13 00:00:00
2019,남원읍,생산량,9163.0,98652.0,1139.0,18371.0,10788.0,21311.0,433.0,2024-05-13 00:00:00
2019,성산읍,농가수,98.0,1038.0,15.0,33.0,26.0,277.0,98.0,2024-05-13 00:00:00
2019,성산읍,면적,58.0,818.0,15.0,13.0,18.0,104.0,32.0,2024-05-13 00:00:00
2019,성산읍,생산량,1588.0,32213.0,492.0,854.0,620.0,2455.0,210.0,2024-05-13 00:00:00
2019,안덕면,농가수,175.0,866.0,9.0,26.0,57.0,280.0,19.0,2024-05-13 00:00:00
2019,안덕면,면적,153.0,709.0,9.0,11.0,36.0,121.0,52.0,2024-05-13 00:00:00
2019,안덕면,생산량,4139.0,28661.0,340.0,620.0,1167.0,2862.0,273.0,2024-05-13 00:00:00
2019,표선면,농가수,118.0,1048.0,17.0,103.0,124.0,805.0,41.0,2024-05-13 00:00:00
2019,표선면,면적,106.0,897.0,17.0,39.0,88.0,363.0,38.0,2024-05-13 00:00:00
2019,표선면,생산량,3120.0,35226.0,505.0,2052.0,2968.0,8233.0,269.0,2024-05-13 00:00:00
2019,송산동,농가수,36.0,140.0,3.0,33.0,20.0,133.0,13.0,2024-05-13 00:00:00
2019,송산동,면적,28.0,90.0,1.0,10.0,12.0,59.0,7.0,2024-05-13 00:00:00
2019,송산동,생산량,695.0,3457.0,38.0,620.0,350.0,1848.0,60.0,2024-05-13 00:00:00
2019,천지동,농가수,2.0,6.0,0.0,1.0,3.0,12.0,5.0,2024-05-13 00:00:00
2019,천지동,면적,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2024-05-13 00:00:00
2019,천지동,생산량,10.0,76.0,0.0,9.0,40.0,59.0,16.0,2024-05-13 00:00:00
2019,효돈동,농가수,157.0,226.0,1.0,26.0,29.0,191.0,14.0,2024-05-13 00:00:00
2019,효돈동,면적,93.0,181.0,1.0,8.0,18.0,92.0,12.0,2024-05-13 00:00:00
2019,효돈동,생산량,1678.0,5624.0,13.0,834.0,595.0,1886.0,88.0,2024-05-13 00:00:00
2019,영천동,농가수,130.0,670.0,3.0,19.0,13.0,354.0,31.0,2024-05-13 00:00:00
2019,영천동,면적,82.0,476.0,2.0,6.0,9.0,124.0,20.0,2024-05-13 00:00:00
2019,영천동,생산량,2331.0,18655.0,46.0,340.0,392.0,3375.0,87.0,2024-05-13 00:00:00
2019,동홍동,농가수,24.0,147.0,1.0,6.0,2.0,83.0,12.0,2024-05-13 00:00:00
2019,동홍동,면적,14.0,120.0,0.0,2.0,1.0,35.0,5.0,2024-05-13 00:00:00
2019,동홍동,생산량,508.0,4667.0,5.0,74.0,60.0,790.0,52.0,2024-05-13 00:00:00
2019,서홍동,농가수,52.0,331.0,0.0,6.0,10.0,112.0,20.0,2024-05-13 00:00:00
2019,서홍동,면적,30.0,225.0,0.0,2.0,5.0,37.0,9.0,2024-05-13 00:00:00
2019,서홍동,생산량,966.0,6825.0,0.0,147.0,124.0,1024.0,66.0,2024-05-13 00:00:00
2019,대륜동,농가수,43.0,520.0,2.0,8.0,13.0,140.0,22.0,2024-05-13 00:00:00
2019,대륜동,면적,40.0,380.0,1.0,3.0,7.0,63.0,14.0,2024-05-13 00:00:00
2019,대륜동,생산량,556.0,11462.0,40.0,205.0,210.0,1694.0,85.0,2024-05-13 00:00:00
2019,대천동,농가수,120.0,598.0,10.0,41.0,38.0,632.0,16.0,2024-05-13 00:00:00
2019,대천동,면적,98.0,431.0,6.0,13.0,28.0,241.0,20.0,2024-05-13 00:00:00
2019,대천동,생산량,2119.0,18005.0,195.0,852.0,984.0,5924.0,127.0,2024-05-13 00:00:00
2019,중문동,농가수,142.0,750.0,7.0,20.0,17.0,236.0,16.0,2024-05-13 00:00:00
2019,중문동,면적,109.0,488.0,3.0,8.0,11.0,98.0,17.0,2024-05-13 00:00:00
2019,중문동,생산량,2775.0,14858.0,135.0,560.0,304.0,3465.0,176.0,2024-05-13 00:00:00
2019,예래동,농가수,205.0,540.0,4.0,22.0,20.0,135.0,18.0,2024-05-13 00:00:00
2019,예래동,면적,188.0,352.0,2.0,10.0,10.0,71.0,22.0,2024-05-13 00:00:00
2019,예래동,생산량,4688.0,11837.0,80.0,631.0,381.0,1681.0,117.0,2024-05-13 00:00:00
2020,대정읍,농가수,101.0,651.0,10.0,8.0,45.0,400.0,16.0,2024-05-13 00:00:00
2020,대정읍,면적,94.6,515.0,9.0,3.0,33.0,233.1,5.6,2024-05-13 00:00:00
2020,대정읍,생산량,2400.0,19575.0,333.0,200.0,1015.0,4943.4,50.5,2024-05-13 00:00:00
2020,남원읍,농가수,437.0,2889.0,48.0,491.0,591.0,1766.0,114.0,2024-05-13 00:00:00
2020,남원읍,면적,284.1,2259.5,41.0,220.9,380.0,780.8,77.0,2024-05-13 00:00:00
2020,남원읍,생산량,7990.0,90340.0,1552.0,15411.0,12797.0,20601.0,568.0,2024-05-13 00:00:00
2020,성산읍,농가수,90.0,982.0,9.0,8.0,29.0,329.0,63.0,2024-05-13 00:00:00
2020,성산읍,면적,59.0,816.4,7.0,6.0,26.0,130.2,44.5,2024-05-13 00:00:00
2020,성산읍,생산량,1382.0,27289.0,259.0,280.0,495.0,2874.0,240.5,2024-05-13 00:00:00
2020,안덕면,농가수,172.0,861.0,6.0,26.0,60.0,271.0,83.0,2024-05-13 00:00:00
2020,안덕면,면적,152.0,705.0,6.0,11.0,38.0,147.2,72.2,2024-05-13 00:00:00
2020,안덕면,생산량,4111.0,28015.0,222.0,767.0,1232.0,3074.0,442.0,2024-05-13 00:00:00
2020,표선면,농가수,153.0,916.0,6.0,92.0,112.0,874.0,47.0,2024-05-13 00:00:00
2020,표선면,면적,130.8,898.0,5.0,35.0,70.5,357.6,38.0,2024-05-13 00:00:00
2020,표선면,생산량,3663.0,34990.0,185.0,2460.0,2284.0,7244.0,208.0,2024-05-13 00:00:00
2020,송산동,농가수,40.0,143.0,1.0,26.0,20.0,117.0,16.0,2024-05-13 00:00:00
2020,송산동,면적,23.0,90.0,1.0,11.0,13.0,64.3,9.2,2024-05-13 00:00:00
2020,송산동,생산량,620.0,3491.0,37.0,750.0,407.0,1243.0,57.0,2024-05-13 00:00:00
2020,천지동,농가수,3.0,7.0,1.0,0.0,0.0,18.0,39.0,2024-05-13 00:00:00
2020,천지동,면적,2.0,5.7,0.5,0.0,0.0,6.3,3.1,2024-05-13 00:00:00
2020,천지동,생산량,55.0,221.0,18.5,0.0,0.0,121.0,21.0,2024-05-13 00:00:00
2020,효돈동,농가수,157.0,203.0,5.0,26.0,29.0,196.0,16.0,2024-05-13 00:00:00
2020,효돈동,면적,94.0,167.8,4.0,11.2,20.4,114.9,11.6,2024-05-13 00:00:00
2020,효돈동,생산량,2771.0,6547.0,148.0,775.0,699.0,2404.0,95.5,2024-05-13 00:00:00
2020,영천동,농가수,121.0,403.0,9.0,17.0,11.0,137.0,28.0,2024-05-13 00:00:00
2020,영천동,면적,76.0,387.0,8.0,7.0,9.0,121.2,16.6,2024-05-13 00:00:00
2020,영천동,생산량,2100.0,15455.0,296.0,490.0,288.0,3067.0,70.0,2024-05-13 00:00:00
2020,동홍동,농가수,21.0,127.0,1.0,4.0,2.0,90.0,12.0,2024-05-13 00:00:00
2020,동홍동,면적,15.0,127.0,1.5,1.0,1.0,31.7,8.0,2024-05-13 00:00:00
2020,동홍동,생산량,423.0,4934.0,55.5,69.0,32.0,676.0,68.0,2024-05-13 00:00:00
2020,서홍동,농가수,51.0,387.0,3.0,2.0,10.0,121.0,19.0,2024-05-13 00:00:00
2020,서홍동,면적,31.3,221.6,2.5,1.0,5.2,37.6,26.8,2024-05-13 00:00:00
2020,서홍동,생산량,802.0,8521.0,92.5,69.0,163.0,775.6,204.0,2024-05-13 00:00:00
2020,대륜동,농가수,39.0,479.0,4.0,6.0,0.0,145.0,4.0,2024-05-13 00:00:00
2020,대륜동,면적,46.0,393.0,3.0,0.7,0.0,58.2,4.8,2024-05-13 00:00:00
2020,대륜동,생산량,1311.0,15572.0,111.0,48.0,0.0,1466.0,45.0,2024-05-13 00:00:00
2020,대천동,농가수,110.0,601.0,1.0,35.0,43.0,639.0,44.0,2024-05-13 00:00:00
2020,대천동,면적,105.2,481.1,1.0,13.6,16.5,222.3,36.0,2024-05-13 00:00:00
2020,대천동,생산량,2510.0,17456.0,37.0,952.0,540.0,6062.0,314.0,2024-05-13 00:00:00
2020,중문동,농가수,203.0,1115.0,2.0,90.0,12.0,308.0,53.0,2024-05-13 00:00:00
2020,중문동,면적,87.0,537.0,2.0,24.0,8.0,101.6,19.9,2024-05-13 00:00:00
2020,중문동,생산량,2526.0,19988.0,74.0,1650.0,259.0,2184.0,130.5,2024-05-13 00:00:00
2020,예래동,농가수,228.0,536.0,1.0,18.0,18.0,173.0,10.0,2024-05-13 00:00:00
2020,예래동,면적,191.0,340.9,0.5,6.6,11.1,77.7,2.4,2024-05-13 00:00:00
2020,예래동,생산량,4435.0,11507.0,18.5,423.0,360.0,1881.0,18.0,2024-05-13 00:00:00
2021,대정읍,농가수,100.0,647.8,0.0,14.0,113.6,651.0,15.0,2024-05-13 00:00:00
2021,대정읍,면적,98.0,511.2,0.0,5.8,36.0,225.0,5.6,2024-05-13 00:00:00
2021,대정읍,생산량,2303.9,18649.3,0.0,364.5,1114.7,6843.9,50.5,2024-05-13 00:00:00
2021,남원읍,농가수,443.0,2808.0,0.0,543.0,891.0,2791.0,104.0,2024-05-13 00:00:00
2021,남원읍,면적,299.1,2240.8,0.0,230.9,256.1,974.9,78.0,2024-05-13 00:00:00
2021,남원읍,생산량,8460.6,87269.9,0.0,16600.0,9668.0,35044.6,570.3,2024-05-13 00:00:00
2021,성산읍,농가수,92.9,979.7,0.0,8.0,53.0,390.0,60.0,2024-05-13 00:00:00
2021,성산읍,면적,62.1,802.8,0.0,6.0,14.3,116.7,44.5,2024-05-13 00:00:00
2021,성산읍,생산량,1369.5,27988.0,0.0,319.0,446.3,3907.0,240.5,2024-05-13 00:00:00
2021,안덕면,농가수,170.0,852.0,0.0,16.0,171.0,452.0,74.0,2024-05-13 00:00:00
2021,안덕면,면적,152.4,696.0,0.0,6.0,46.3,126.5,72.2,2024-05-13 00:00:00
2021,안덕면,생산량,3809.1,26168.2,0.0,421.0,1578.0,4165.0,442.0,2024-05-13 00:00:00
2021,표선면,농가수,150.0,909.0,0.0,95.0,229.0,1202.0,45.0,2024-05-13 00:00:00
2021,표선면,면적,132.5,886.7,0.0,39.0,66.9,366.9,39.0,2024-05-13 00:00:00
2021,표선면,생산량,2981.8,34403.3,0.0,2690.0,2288.1,12333.8,213.1,2024-05-13 00:00:00
2021,송산동,농가수,41.0,141.1,0.0,24.0,48.0,204.0,16.0,2024-05-13 00:00:00
2021,송산동,면적,23.1,89.0,0.0,10.3,10.5,57.2,9.2,2024-05-13 00:00:00
2021,송산동,생산량,542.9,3469.5,0.0,747.0,350.8,1892.7,57.0,2024-05-13 00:00:00
2021,천지동,농가수,3.4,7.4,0.0,0.0,0.0,0.0,39.0,2024-05-13 00:00:00
2021,천지동,면적,2.2,5.8,0.0,0.0,0.0,0.0,3.1,2024-05-13 00:00:00
2021,천지동,생산량,56.8,219.3,0.0,0.0,0.0,0.0,21.0,2024-05-13 00:00:00
2021,효돈동,농가수,158.0,200.0,0.0,24.0,39.0,310.0,16.0,2024-05-13 00:00:00
2021,효돈동,면적,94.4,166.5,0.0,8.0,8.7,90.1,12.6,2024-05-13 00:00:00
2021,효돈동,생산량,2642.3,6621.5,0.0,601.0,303.2,3176.5,105.5,2024-05-13 00:00:00
2021,영천동,농가수,123.4,400.6,0.0,17.0,44.0,426.0,28.0,2024-05-13 00:00:00
2021,영천동,면적,78.6,385.3,0.0,7.0,8.4,126.1,18.6,2024-05-13 00:00:00
2021,영천동,생산량,2319.9,15370.3,0.0,495.0,285.9,4407.3,115.7,2024-05-13 00:00:00
2021,동홍동,농가수,21.1,125.3,0.0,3.0,3.0,89.0,12.0,2024-05-13 00:00:00
2021,동홍동,면적,15.5,125.6,0.0,1.2,0.2,25.0,9.0,2024-05-13 00:00:00
2021,동홍동,생산량,418.0,4847.3,0.0,83.5,6.5,891.0,78.0,2024-05-13 00:00:00
2021,서홍동,농가수,51.6,381.9,0.0,2.0,17.0,120.0,19.0,2024-05-13 00:00:00
2021,서홍동,면적,31.8,218.9,0.0,1.0,4.9,34.0,26.8,2024-05-13 00:00:00
2021,서홍동,생산량,855.4,8560.7,0.0,70.0,163.4,1134.1,204.0,2024-05-13 00:00:00
2021,대륜동,농가수,40.3,472.8,0.0,11.0,22.0,251.0,4.0,2024-05-13 00:00:00
2021,대륜동,면적,46.7,387.8,0.0,4.0,2.9,62.4,5.8,2024-05-13 00:00:00
2021,대륜동,생산량,1260.7,14813.7,0.0,280.0,96.7,2170.5,54.4,2024-05-13 00:00:00
2021,대천동,농가수,108.6,591.3,0.0,23.0,305.0,881.0,44.0,2024-05-13 00:00:00
2021,대천동,면적,102.9,473.4,0.0,10.7,89.4,244.2,38.3,2024-05-13 00:00:00
2021,대천동,생산량,2731.1,18622.1,0.0,716.0,2836.4,8922.7,330.5,2024-05-13 00:00:00
2021,중문동,농가수,200.5,1107.0,0.0,94.0,22.0,372.0,53.0,2024-05-13 00:00:00
2021,중문동,면적,86.5,531.9,0.0,25.0,3.9,103.5,22.1,2024-05-13 00:00:00
2021,중문동,생산량,2482.7,21284.8,0.0,1675.0,130.7,3542.7,151.3,2024-05-13 00:00:00
2021,예래동,농가수,224.6,530.4,0.0,10.0,59.0,286.0,10.0,2024-05-13 00:00:00
2021,예래동,면적,186.4,334.1,0.0,3.2,16.2,71.7,2.4,2024-05-13 00:00:00
2021,예래동,생산량,5382.7,13025.1,0.0,215.0,494.0,2331.7,18.0,2024-05-13 00:00:00
2022,대정읍,농가수,98.0,639.0,4.0,13.0,61.0,375.0,15.0,2024-05-13 00:00:00
2022,대정읍,면적,97.0,505.0,5.0,6.0,41.0,224.0,5.0,2024-05-13 00:00:00
2022,대정읍,생산량,2331.88,16266.05,138.1,385.32,1248.86,6258.56,34.3,2024-05-13 00:00:00
2022,남원읍,농가수,428.0,2773.0,18.0,538.0,301.0,1842.0,110.0,2024-05-13 00:00:00
2022,남원읍,면적,296.0,2215.0,21.0,232.0,189.0,975.0,78.0,2024-05-13 00:00:00
2022,남원읍,생산량,7115.84,71345.15,580.02,14899.04,5756.94,27241.5,535.08,2024-05-13 00:00:00
2022,성산읍,농가수,96.0,985.0,4.0,8.0,63.0,385.0,60.0,2024-05-13 00:00:00
2022,성산읍,면적,63.0,735.0,5.0,6.0,49.0,117.0,45.0,2024-05-13 00:00:00
2022,성산읍,생산량,1514.52,23674.35,138.1,385.32,1492.54,3268.98,308.7,2024-05-13 00:00:00
2022,안덕면,농가수,165.0,841.0,4.0,16.0,69.0,421.0,74.0,2024-05-13 00:00:00
2022,안덕면,면적,150.0,688.0,6.0,11.0,51.0,127.0,72.0,2024-05-13 00:00:00
2022,안덕면,생산량,3606.0,22160.48,165.72,706.42,1553.46,3548.38,493.92,2024-05-13 00:00:00
2022,표선면,농가수,148.0,889.0,6.0,99.0,105.0,639.0,62.0,2024-05-13 00:00:00
2022,표선면,면적,130.0,880.0,8.0,41.0,71.0,367.0,39.0,2024-05-13 00:00:00
2022,표선면,생산량,3125.2,28344.8,220.96,2633.02,2162.66,10253.98,267.54,2024-05-13 00:00:00
2022,송산동,농가수,40.0,139.0,1.0,25.0,19.0,115.0,16.0,2024-05-13 00:00:00
2022,송산동,면적,23.0,88.0,1.0,10.0,9.0,57.0,9.0,2024-05-13 00:00:00
2022,송산동,생산량,552.92,2834.48,27.62,642.2,274.14,1592.58,61.74,2024-05-13 00:00:00
2022,천지동,농가수,3.0,8.0,1.0,0.0,2.0,0.0,39.0,2024-05-13 00:00:00
2022,천지동,면적,2.0,6.0,0.0,0.0,1.0,0.0,3.0,2024-05-13 00:00:00
2022,천지동,생산량,48.08,193.26,0.0,0.0,30.46,0.0,20.58,2024-05-13 00:00:00
2022,효돈동,농가수,155.0,204.0,2.0,25.0,27.0,182.0,16.0,2024-05-13 00:00:00
2022,효돈동,면적,93.0,169.0,2.0,13.0,9.0,90.0,13.0,2024-05-13 00:00:00
2022,효돈동,생산량,2235.72,5443.49,55.24,834.86,274.14,2514.6,89.18,2024-05-13 00:00:00
2022,영천동,농가수,124.0,395.0,2.0,20.0,37.0,252.0,28.0,2024-05-13 00:00:00
2022,영천동,면적,77.0,382.0,3.0,8.0,10.0,126.0,19.0,2024-05-13 00:00:00
2022,영천동,생산량,1851.08,12304.22,82.86,513.76,304.6,3520.44,130.34,2024-05-13 00:00:00
2022,동홍동,농가수,22.0,133.0,1.0,9.0,3.0,89.0,12.0,2024-05-13 00:00:00
2022,동홍동,면적,16.0,133.0,0.0,2.0,8.0,25.0,9.0,2024-05-13 00:00:00
2022,동홍동,생산량,384.64,4283.93,0.0,128.44,243.68,698.5,61.74,2024-05-13 00:00:00
2022,서홍동,농가수,51.0,384.0,1.0,4.0,13.0,120.0,19.0,2024-05-13 00:00:00
2022,서홍동,면적,31.0,220.0,2.0,2.0,15.0,34.0,27.0,2024-05-13 00:00:00
2022,서홍동,생산량,745.24,7086.2,55.24,128.44,456.9,949.96,185.22,2024-05-13 00:00:00
2022,대륜동,농가수,39.0,467.0,2.0,12.0,22.0,251.0,4.0,2024-05-13 00:00:00
2022,대륜동,면적,46.0,385.0,3.0,5.0,24.0,62.0,6.0,2024-05-13 00:00:00
2022,대륜동,생산량,1105.84,12400.85,82.86,321.1,731.04,1732.28,41.16,2024-05-13 00:00:00
2022,대천동,농가수,119.0,575.0,4.0,35.0,77.0,795.0,44.0,2024-05-13 00:00:00
2022,대천동,면적,119.0,476.0,5.0,14.0,45.0,261.0,38.0,2024-05-13 00:00:00
2022,대천동,생산량,2860.76,15331.96,138.1,899.08,1370.7,7292.34,260.68,2024-05-13 00:00:00
2022,중문동,농가수,207.0,1101.0,4.0,98.0,73.0,372.0,53.0,2024-05-13 00:00:00
2022,중문동,면적,88.0,530.0,4.0,28.0,36.0,104.0,22.0,2024-05-13 00:00:00
2022,중문동,생산량,2115.52,17071.3,110.48,1798.16,1096.56,2905.76,150.92,2024-05-13 00:00:00
2022,예래동,농가수,212.0,525.0,3.0,11.0,45.0,286.0,10.0,2024-05-13 00:00:00
2022,예래동,면적,182.0,329.0,3.0,7.0,29.0,72.0,2.0,2024-05-13 00:00:00
2022,예래동,생산량,4375.28,10597.09,82.86,449.54,883.34,2011.68,13.72,2024-05-13 00:00:00
